master_id,canonical_key,duplicate_count,duplicate_rank,preferred_record,source_key,source_name,record_id,doi,title,published,year,url,resource_type,output_kind,creators,affiliations,relation_scope,theme,review_decision,publish_scope,observatory_use,priority_rank,is_tablero_principal,is_vigilancia,is_auditoria,is_descartado,file_count,total_file_size_mb,license,access_right,source_recommendation,rationale,evidence,fetched_at,curated_at,reviewed_at,built_at
doaj:10.3847/1538-4357/ad7465,doi:10.3847/1538-4357/ad7465,1,1,True,doaj,DOAJ,10.3847/1538-4357/ad7465,10.3847/1538-4357/ad7465,Fully Kinetic Simulations of Proton-beam-driven Instabilities from Parker Solar Probe Observations,2024,2024,https://doi.org/10.3847/1538-4357/ad7465,Repository record,publicacion_repositorio,,,revisar,fisica_plasma_espacial,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,99976,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3847/1538-4357/ad500d,doi:10.3847/1538-4357/ad500d,1,1,True,doaj,DOAJ,10.3847/1538-4357/ad500d,10.3847/1538-4357/ad500d,Magnetic Spectra Comparison for Kappa-distributed Whistler Electron Fluctuations,2024,2024,https://doi.org/10.3847/1538-4357/ad500d,Repository record,publicacion_repositorio,,,revisar,fisica_plasma_espacial,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,99976,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1051/epjconf/202430212001,doi:10.1051/epjconf/202430212001,1,1,True,doaj,DOAJ,10.1051/epjconf/202430212001,10.1051/epjconf/202430212001,OpenMC(TD): Current status and next development stages,2024,2024,https://www.epj-conferences.org/articles/epjconf/pdf/2024/12/epjconf_snamc2024_12001.pdf,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99976,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1051/epjconf/202328402005,doi:10.1051/epjconf/202328402005,1,1,True,doaj,DOAJ,10.1051/epjconf/202328402005,10.1051/epjconf/202328402005,Study of decay properties of Ba to Nd nuclei (A~160) relevant to the formation of the r-process rare-earth peak,2023,2023,https://www.epj-conferences.org/articles/epjconf/pdf/2023/10/epjconf_nd2023_02005.pdf,Repository record,publicacion_repositorio,,,revisar,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99977,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1063/5.0030158,doi:10.1063/5.0030158,1,1,True,doaj,DOAJ,10.1063/5.0030158,10.1063/5.0030158,A model for defect formation in materials exposed to radiation,2021,2021,http://dx.doi.org/10.1063/5.0030158,Repository record,publicacion_repositorio,,,mantener,radioproteccion_dosimetria_radiacion,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99979,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.48162/rev.39.037,doi:10.48162/rev.39.037,1,1,True,doaj,DOAJ,10.48162/rev.39.037,10.48162/rev.39.037,Germination and development of M1 seedlings of two Selliera radicans Cav. accessions subjected to gamma radiation,2021,2021,https://revistas.uncu.edu.ar/ojs/index.php/RFCA/article/view/4217,Repository record,publicacion_repositorio,,,mantener,radioproteccion_dosimetria_radiacion,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99979,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3390/plasma4030033,doi:10.3390/plasma4030033,1,1,True,doaj,DOAJ,10.3390/plasma4030033,10.3390/plasma4030033,Update on the Scientific Status of the Plasma Focus,2021,2021,https://www.mdpi.com/2571-6182/4/3/33,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99979,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1016/j.physletb.2019.06.014,doi:10.1016/j.physletb.2019.06.014,1,1,True,doaj,DOAJ,10.1016/j.physletb.2019.06.014,10.1016/j.physletb.2019.06.014,Discovery of 68Br in secondary reactions of radioactive beams,2019,2019,http://www.sciencedirect.com/science/article/pii/S0370269319303922,Repository record,publicacion_repositorio,,,revisar,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99981,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1063/1.4997877,doi:10.1063/1.4997877,1,1,True,doaj,DOAJ,10.1063/1.4997877,10.1063/1.4997877,Ti film deposition process of a plasma focus: Study by an experimental design,2017,2017,http://dx.doi.org/10.1063/1.4997877,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99983,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:https://anales.fisica.org.ar/index.php/analesafa/article/view/236,url:https://anales.fisica.org.ar/index.php/analesafa/article/view/236,1,1,True,doaj,DOAJ,https://anales.fisica.org.ar/index.php/analesafa/article/view/236,,ESTUDIO DEL COMPORTAMIENTO DEL PLASMA FOCUS MICROSTAR CUANDO SE VARÍAN LAS DIMENSIONES DEL ÁNODO Y DEL AISLANTE,2007,2007,https://anales.fisica.org.ar/index.php/analesafa/article/view/236,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,99993,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3989/revmetalm.2006.v42.i5.31,doi:10.3989/revmetalm.2006.v42.i5.31,1,1,True,doaj,DOAJ,10.3989/revmetalm.2006.v42.i5.31,10.3989/revmetalm.2006.v42.i5.31,Estudio estructural de polvos Cu-Cr aleados mecánicamente,2006,2006,http://revistademetalurgia.revistas.csic.es/index.php/revistademetalurgia/article/view/31,Repository record,publicacion_repositorio,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,99994,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3989/revmetalm.2002.v38.i1.379,doi:10.3989/revmetalm.2002.v38.i1.379,1,1,True,doaj,DOAJ,10.3989/revmetalm.2002.v38.i1.379,10.3989/revmetalm.2002.v38.i1.379,Reacciones en estado sólido para el sistema Al-MoO3 en la fabricación de materiales compuestos Al2O3-aluminuros de Mo,2002,2002,http://revistademetalurgia.revistas.csic.es/index.php/revistademetalurgia/article/view/379,Repository record,publicacion_repositorio,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,99998,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082002000200006,title:uso_de_la_tomografia_de_emision_de_positrones_en_el_cancer_colorrectal,2,1,True,doaj,DOAJ,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082002000200006,,USO DE LA TOMOGRAFIA DE EMISION DE POSITRONES EN EL CANCER COLORRECTAL,2002,2002,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082002000200006,Repository record,publicacion_repositorio,,,mantener,radiofarmacia_medicina_nuclear,publicar_recurrente,tablero_principal,modulo_radiofarmacia_y_observatorio_general,99998,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=radiofarmacia_medicina_nuclear; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:325084376,doi:10.7764/hist.58.2.74027,1,1,True,core,CORE,325084376,10.7764/hist.58.2.74027,“Franqueando los umbrales de la revolución atómica”: la inserción de la energía nuclear en Chile (1947-1974),2025-12-30T00:00:00,2025,https://api.core.ac.uk/v3/outputs/707936536,Repository record,publicacion_repositorio,,,revisar,historia_institucional_nuclear,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,100975,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
core:310381628,url:https://core.ac.uk/download/666553192.pdf,1,1,True,core,CORE,310381628,,Modelado paramétrico de dispersión atmosférica aplicado a la descarga al ambiente de flúor 18 en ciclotrones,2023-01-01T00:00:00,2023,https://core.ac.uk/download/666553192.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,radiofarmacia_medicina_nuclear,publicar_recurrente,tablero_principal,modulo_radiofarmacia_y_observatorio_general,100977,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=radiofarmacia_medicina_nuclear; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:158691634,doi:10.1038/s41598-022-19764-7,1,1,True,core,CORE,158691634,10.1038/s41598-022-19764-7,Bayesian inference of spectrometric data and validation with numerical simulations of plasma sheath diagnostics of a plasma focus discharge,2022-09-01T01:00:00,2022,https://core.ac.uk/download/614852914.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100978,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:147637149,doi:10.1016/j.net.2021.09.020,1,1,True,core,CORE,147637149,10.1016/j.net.2021.09.020,Calculation of kinetic parameters βeff and Λ with modified open source Monte Carlo code OpenMC(TD),2021-01-01T00:00:00,2021,https://core.ac.uk/download/572931494.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100979,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
core:100931865,url:https://core.ac.uk/download/357524194.pdf,1,1,True,core,CORE,100931865,,Research on pinch plasma focus devices of hundred of kilojoules to tens of joules,2020-04-23T01:00:00,2020,https://core.ac.uk/download/357524194.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100980,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:46768493,doi:10.18632/oncotarget.25405,1,1,True,core,CORE,46768493,10.18632/oncotarget.25405,Differential miRNA expression profiling reveals miR-205-3p to be a potential radiosensitizer for low- dose ionizing radiation in DLD-1 cells,2018-01-01T00:00:00,2018,https://core.ac.uk/download/288904275.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,radioproteccion_dosimetria_radiacion,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100982,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:52611206,url:https://core.ac.uk/download/161695763.pdf,1,1,True,core,CORE,52611206,,Obtención de concentrado de óxidos de tierras raras a partir de minerales del prospecto “cerro carmen”,2018-01-12T00:00:00,2018,https://core.ac.uk/download/161695763.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,100982,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
core:135418570,url:https://core.ac.uk/download/551307509.pdf,1,1,True,core,CORE,135418570,,The Bariloche Neutron Physics Group Current Activities,2015-05-01T01:00:00,2015,https://core.ac.uk/download/551307509.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100985,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:134848894,doi:10.1063/1.4903471,1,1,True,core,CORE,134848894,10.1063/1.4903471,Characterization of the axial plasma shock in a table top plasma focus after the pinch and its possible application to testing materials for fusion reactors,2014-12-01T00:00:00,2014,https://core.ac.uk/download/603325484.pdf,Repository record,publicacion_fulltext_pdf,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100986,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:40979899,doi:10.1093/rpd/ncs139,1,1,True,core,CORE,40979899,10.1093/rpd/ncs139,Interlaboratory comparison of dicentric chromosome assay using electronically transmitted images,2013-04-01T00:00:00,2013,https://core.ac.uk/download/603293673.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,radioproteccion_dosimetria_radiacion,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100987,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
core:161211180,doi:10.1088/0031-8949/67/1/012,1,1,True,core,CORE,161211180,10.1088/0031-8949/67/1/012,Evolution of a Gas Embedded Z-pinch: A Quasi Static Zero Dimensional Approach,2003-01-01T00:00:00,2003,https://core.ac.uk/download/619381211.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,100997,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
